STATEFP,COUNTYFP,TRACTCE,PUMA5CE
12,109,020300,10900
12,109,020400,10900
12,109,020500,10900
12,109,020601,10900
12,109,020602,10900
12,109,020704,10900
12,109,020705,10900
12,109,020706,10900
12,109,020707,10900
12,109,020708,10900
12,109,020710,10900
12,109,020711,10900
12,109,020801,10900
12,109,020802,10900
12,109,020803,10900
12,109,020804,10900
12,109,020805,10900
12,109,020806,10900
12,109,020807,10900
12,109,020901,10900
12,109,020902,10900
12,109,021002,10900
12,109,021003,10900
12,109,021004,10900
12,109,021301,10900
12,109,021302,10900
12,109,021403,10900
12,109,021404,10900
12,109,021405,10900
12,109,021406,10900
12,109,021407,10900
12,109,990100,10900
12,109,990200,10900
12,111,380100,11101
12,111,380200,11101
12,111,380300,11101
12,111,380400,11101
12,111,380500,11101
12,111,380600,11101
12,111,380700,11101
12,111,380800,11101
12,111,380901,11101
12,111,380902,11101
12,111,381000,11101
12,111,381101,11101
12,111,381102,11101
12,111,381204,11101
12,111,381300,11101
12,111,381401,11101
12,111,381402,11101
12,111,381601,11101
12,111,381602,11101
12,111,381603,11101
12,111,381701,11101
12,111,381702,11101
12,111,382200,11101
12,111,980000,11101
12,111,990000,11101
12,111,381502,11102
12,111,381503,11102
12,111,381802,11102
12,111,381803,11102
12,111,381804,11102
12,111,381900,11102
12,111,382002,11102
12,111,382003,11102
12,111,382006,11102
12,111,382007,11102
12,111,382008,11102
12,111,382009,11102
12,111,382010,11102
12,111,382106,11102
12,111,382108,11102
12,111,382109,11102
12,111,382110,11102
12,111,382111,11102
12,111,382112,11102
12,111,382113,11102
12,113,010100,11300
12,113,010200,11300
12,113,010300,11300
12,113,010400,11300
12,113,010502,11300
12,113,010503,11300
12,113,010504,11300
12,113,010600,11300
12,113,010702,11300
12,113,010704,11300
12,113,010705,11300
12,113,010706,11300
12,113,010707,11300
12,113,010708,11300
12,113,010802,11300
12,113,010808,11300
12,113,010809,11300
12,113,010811,11300
12,113,010812,11300
12,113,010813,11300
12,113,010814,11300
12,113,010815,11300
12,113,010817,11300
12,113,010819,11300
12,113,010900,11300
12,113,990000,11300
12,115,000101,11501
12,115,000102,11501
12,115,000200,11501
12,115,000300,11501
12,115,000401,11501
12,115,000404,11501
12,115,000405,11501
12,115,000406,11501
12,115,000407,11501
12,115,000501,11501
12,115,000502,11501
12,115,000503,11501
12,115,000601,11501
12,115,000602,11501
12,115,000700,11501
12,115,000801,11501
12,115,000802,11501
12,115,000900,11501
12,115,001000,11501
12,115,001101,11501
12,115,001102,11501
12,115,001201,11501
12,115,001202,11501
12,115,001203,11501
12,115,001204,11501
12,115,001301,11501
12,115,001302,11501
12,115,001303,11501
12,115,001304,11501
12,115,001503,11501
12,115,001601,11501
12,115,001801,11501
12,115,001803,11501
12,115,001804,11501
12,115,001805,11501
12,115,001903,11501
12,115,001904,11501
12,115,001905,11501
12,115,001401,11502
12,115,001402,11502
12,115,001403,11502
12,115,001504,11502
12,115,001505,11502
12,115,001506,11502
12,115,001507,11502
12,115,001602,11502
12,115,001702,11502
12,115,001703,11502
12,115,001704,11502
12,115,001907,11502
12,115,001908,11502
12,115,002003,11502
12,115,002004,11502
12,115,002005,11502
12,115,002007,11502
12,115,002008,11502
12,115,002009,11502
12,115,002010,11502
12,115,002100,11502
12,115,002201,11502
12,115,002202,11502
12,115,002203,11502
12,115,002302,11502
12,115,002303,11502
12,115,002304,11502
12,115,002305,11502
12,115,002401,11502
12,115,002402,11502
12,115,002507,11502
12,115,002714,11502
12,115,990000,11502
12,115,002504,11503
12,115,002505,11503
12,115,002508,11503
12,115,002509,11503
12,115,002510,11503
12,115,002511,11503
12,115,002601,11503
12,115,002602,11503
12,115,002603,11503
12,115,002604,11503
12,115,002605,11503
12,115,002710,11503
12,115,002711,11503
12,115,002712,11503
12,115,002713,11503
12,115,002715,11503
12,115,002716,11503
12,115,002718,11503
12,115,002719,11503
12,115,002720,11503
12,115,002721,11503
12,115,002722,11503
12,115,002723,11503
12,115,002724,11503
12,117,020701,11701
12,117,020703,11701
12,117,020704,11701
12,117,020705,11701
12,117,021604,11701
12,117,021606,11701
12,117,021608,11701
12,117,021609,11701
12,117,021611,11701
12,117,021612,11701
12,117,021613,11701
12,117,021614,11701
12,117,021615,11701
12,117,021616,11701
12,117,021704,11701
12,117,021705,11701
12,117,021706,11701
12,117,021707,11701
12,117,021708,11701
12,117,021803,11701
12,117,021805,11701
12,117,021806,11701
12,117,020101,11702
12,117,020102,11702
12,117,020301,11702
12,117,020302,11702
12,117,020401,11702
12,117,020402,11702
12,117,020500,11702
12,117,020600,11702
12,117,020803,11702
12,117,020805,11702
12,117,020806,11702
12,117,020807,11702
12,117,020808,11702
12,117,020810,11702
12,117,020811,11702
12,117,020812,11702
12,117,020901,11702
12,117,020902,11702
12,117,020903,11702
12,117,021502,11702
12,117,021503,11702
12,117,021504,11702
12,117,021505,11702
12,117,021506,11702
12,117,021401,11703
12,117,021403,11703
12,117,021404,11703
12,117,021802,11703
12,117,021901,11703
12,117,021902,11703
12,117,022001,11703
12,117,022002,11703
12,117,022004,11703
12,117,022005,11703
12,117,022101,11703
12,117,022104,11703
12,117,022105,11703
12,117,022106,11703
12,117,022201,11703
12,117,022205,11703
12,117,022206,11703
12,117,022207,11703
12,117,022208,11703
12,117,022209,11703
12,117,020201,11704
12,117,020202,11704
12,117,021000,11704
12,117,021100,11704
12,117,021201,11704
12,117,021203,11704
12,117,021204,11704
12,117,021306,11704
12,117,021307,11704
12,117,021311,11704
12,117,021312,11704
12,117,021313,11704
12,117,021314,11704
12,117,021315,11704
12,117,021316,11704
12,117,021317,11704
12,117,021318,11704
12,117,021319,11704
12,117,021320,11704
12,117,021321,11704
12,119,910100,06902
12,119,910300,06902
12,119,910401,06902
12,119,910800,06902
12,119,910900,06902
12,119,911200,06902
12,119,911301,06902
12,119,911302,06902
12,119,911400,06902
12,119,911500,06902
12,119,911701,06902
12,119,911702,06902
12,119,910402,06903
12,119,910500,06903
12,119,910601,06903
12,119,910602,06903
12,119,910700,06903
12,119,911000,06903
12,119,980000,06903
12,121,970100,12100
12,121,970200,12100
12,121,970301,12100
12,121,970302,12100
12,121,970400,12100
12,121,970500,12100
12,121,970600,12100
12,123,950100,12100
12,123,950200,12100
12,123,950300,12100
12,123,950400,12100
12,123,990000,12100
12,125,960100,02300
12,125,960200,02300
12,125,960300,02300
12,127,083203,03500
12,127,090101,12701
12,127,090102,12701
12,127,090202,12701
12,127,090203,12701
12,127,090204,12701
12,127,090303,12701
12,127,090304,12701
12,127,090305,12701
12,127,090306,12701
12,127,090307,12701
12,127,090400,12701
12,127,090500,12701
12,127,090600,12701
12,127,090701,12701
12,127,090702,12701
12,127,090803,12701
12,127,090804,12701
12,127,090805,12701
12,127,090806,12701
12,127,090902,12701
12,127,090903,12701
12,127,090904,12701
12,127,080100,12702
12,127,080201,12702
12,127,080202,12702
12,127,080300,12702
12,127,080400,12702
12,127,080500,12702
12,127,080600,12702
12,127,080700,12702
12,127,080803,12702
12,127,080804,12702
12,127,080805,12702
12,127,080806,12702
12,127,080807,12702
12,127,080901,12702
12,127,080902,12702
12,127,081000,12702
12,127,081101,12702
12,127,081102,12702
12,127,081200,12702
12,127,081300,12702
12,127,081500,12702
12,127,081600,12702
12,127,081700,12702
12,127,081800,12702
12,127,081900,12702
12,127,082000,12702
12,127,082100,12702
12,127,082201,12702
12,127,082202,12702
12,127,082301,12702
12,127,082604,12702
12,127,083205,12702
12,127,083206,12702
12,127,092500,12702
12,127,082401,12703
12,127,082404,12703
12,127,082405,12703
12,127,082406,12703
12,127,082410,12703
12,127,082411,12703
12,127,082412,12703
12,127,082413,12703
12,127,082414,12703
12,127,082415,12703
12,127,082503,12703
12,127,082506,12703
12,127,082507,12703
12,127,082508,12703
12,127,082509,12703
12,127,082510,12703
12,127,082511,12703
12,127,082605,12703
12,127,082606,12703
12,127,082607,12703
12,127,082701,12703
12,127,082703,12703
12,127,082704,12703
12,127,082705,12703
12,127,082801,12703
12,127,082802,12703
12,127,082902,12703
12,127,082903,12703
12,127,082904,12703
12,127,083003,12703
12,127,083005,12703
12,127,083006,12703
12,127,083007,12703
12,127,083008,12703
12,127,083009,12703
12,127,990000,12703
12,127,083207,12704
12,127,083208,12704
12,127,083209,12704
12,127,091001,12704
12,127,091005,12704
12,127,091013,12704
12,127,091015,12704
12,127,091016,12704
12,127,091017,12704
12,127,091018,12704
12,127,091019,12704
12,127,091020,12704
12,127,091021,12704
12,127,091022,12704
12,127,091023,12704
12,127,091024,12704
12,127,091025,12704
12,127,091026,12704
12,127,091027,12704
12,127,091028,12704
12,127,091029,12704
12,129,010100,06300
12,129,010201,06300
12,129,010202,06300
12,129,010203,06300
12,129,990000,06300
12,131,950101,00500
12,131,950102,00500
12,131,950200,00500
12,131,950301,00500
12,131,950302,00500
12,131,950400,00500
12,131,950501,00500
12,131,950502,00500
12,131,950601,00500
12,131,950602,00500
12,131,950603,00500
12,131,990000,00500
12,133,970102,00500
12,133,970103,00500
12,133,970104,00500
12,133,970200,00500
12,133,970301,00500
12,133,970302,00500
12,133,970303,00500
